"";"Taxa";"BL";"FR";"BD";"MO";"AM";"LS";"OT";"OS";"CS";"id";"name";"AphiaID";"url";"scientificname";"authority";"status";"unacceptreason";"taxonRankID";"rank";"valid_AphiaID";"valid_name";"valid_authority";"parentNameUsageID";"kingdom";"phylum";"class";"order";"family";"genus";"citation";"lsid";"isMarine";"isBrackish";"isFreshwater";"isTerrestrial";"isExtinct";"match_type";"modified";"Kingdom";"Phylum";"Subphylum";"Superclass";"Class";"Subclass";"Superorder";"Order";"Suborder";"Infraorder";"Parvorder";"Superfamily";"Family";"Genus";"Species";"Infraclass";"Subterclass";"Subfamily";"Tribe";"Section";"Subsection";"Subgenus";"Subspecies"
"230";"Mysia undata";3;3;2;2;2;2;3;4;1;230;"Mysia undata";140728;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=140728";"Mysia undata";"(Pennant, 1777)";"accepted";NA;220;"Species";140728;"Mysia undata";"(Pennant, 1777)";138331;"Animalia";"Mollusca";"Bivalvia";"Venerida";"Veneridae";"Mysia";"MolluscaBase eds. (2021). MolluscaBase. Mysia undata (Pennant, 1777). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=140728 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:140728";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";"Imparidentia";"Venerida";NA;NA;NA;"Veneroidea";"Veneridae";"Mysia";"Mysia undata";"Heteroconchia";"Euheterodonta";"Petricolinae";NA;NA;NA;NA;NA
"231";"Mytilus";4;1;4;4;2;4;3;4;2;231;"Mytilus";138228;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138228";"Mytilus";"Linnaeus, 1758";"accepted";NA;180;"Genus";138228;"Mytilus";"Linnaeus, 1758";224589;"Animalia";"Mollusca";"Bivalvia";"Mytilida";"Mytilidae";"Mytilus";"MolluscaBase eds. (2021). MolluscaBase. Mytilus Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138228 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:138228";1;NA;NA;NA;0;"exact";"2018-09-01T07:44:44Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";NA;"Mytilida";NA;NA;NA;"Mytiloidea";"Mytilidae";"Mytilus";NA;"Pteriomorphia";NA;"Mytilinae";NA;NA;NA;NA;NA
"232";"Mytilus edulis";3;1;4;4;2;4;3;4;1,2;232;"Mytilus edulis";140480;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=140480";"Mytilus edulis";"Linnaeus, 1758";"accepted";NA;220;"Species";140480;"Mytilus edulis";"Linnaeus, 1758";138228;"Animalia";"Mollusca";"Bivalvia";"Mytilida";"Mytilidae";"Mytilus";"MolluscaBase eds. (2021). MolluscaBase. Mytilus edulis Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=140480 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:140480";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";NA;"Mytilida";NA;NA;NA;"Mytiloidea";"Mytilidae";"Mytilus";"Mytilus edulis";"Pteriomorphia";NA;"Mytilinae";NA;NA;NA;NA;NA
"233";"Nassarius reticulatus";2;1;3;2;3;3;3;3;1;233;"Nassarius reticulatus";140513;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=140513";"Nassarius reticulatus";"(Linnaeus, 1758)";"unaccepted";NA;220;"Species";876821;"Tritia reticulata";"(Linnaeus, 1758)";138235;"Animalia";"Mollusca";"Gastropoda";"Neogastropoda";"Nassariidae";"Nassarius";"MolluscaBase eds. (2021). MolluscaBase. Nassarius reticulatus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=140513 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:140513";1;NA;NA;NA;0;"exact";"2016-05-22T20:13:47.663Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Caenogastropoda";NA;"Neogastropoda";NA;NA;NA;"Buccinoidea";"Nassariidae";"Nassarius";"Nassarius reticulatus";NA;NA;"Nassariinae";NA;NA;NA;NA;NA
"234";"Natatolana borealis";2;1;2;1;2;2;1;1;1;234;"Natatolana borealis";118859;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=118859";"Natatolana borealis";"(Lilljeborg, 1851)";"accepted";NA;220;"Species";118859;"Natatolana borealis";"(Lilljeborg, 1851)";118404;"Animalia";"Arthropoda";"Malacostraca";"Isopoda";"Cirolanidae";"Natatolana";"Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S.; Schotte, M.; Wilson, G.D.F. (Eds) (2008 onwards). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Natatolana borealis (Lilljeborg, 1851). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=118859 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:118859";1;0;0;0;0;"exact";"2019-06-24T11:44:12.547Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Isopoda";"Cymothoida";NA;NA;"Cymothooidea";"Cirolanidae";"Natatolana";"Natatolana borealis";NA;NA;NA;NA;NA;NA;NA;NA
"235";"Nephrops norvegicus";5;1;1;2;3;3;2;1;1,2;235;"Nephrops norvegicus";107254;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107254";"Nephrops norvegicus";"(Linnaeus, 1758)";"accepted";NA;220;"Species";107254;"Nephrops norvegicus";"(Linnaeus, 1758)";106863;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Nephropidae";"Nephrops";"WoRMS (2021). Nephrops norvegicus (Linnaeus, 1758). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107254 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107254";1;NA;NA;NA;0;"exact";"2020-09-02T19:03:26.137Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Pleocyemata";"Astacidea";NA;"Nephropoidea";"Nephropidae";"Nephrops";"Nephrops norvegicus";NA;NA;NA;NA;NA;NA;NA;NA
"236";"Nephtys";4;2;2;1;2;3;3;3;1;236;"Nephtys";129370;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=129370";"Nephtys";"Cuvier, 1817";"accepted";NA;180;"Genus";129370;"Nephtys";"Cuvier, 1817";956;"Animalia";"Annelida";"Polychaeta";"Phyllodocida";"Nephtyidae";"Nephtys";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Nephtys Cuvier, 1817. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=129370 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:129370";1;0;0;0;0;"exact";"2017-09-05T01:53:38.250Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Errantia";NA;"Phyllodocida";"Phyllodocida incertae sedis";NA;NA;NA;"Nephtyidae";"Nephtys";NA;NA;NA;NA;NA;NA;NA;NA;NA
"237";"Neptunea antiqua";4;1;4;2;3;4;3;3;2;237;"Neptunea antiqua";138920;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138920";"Neptunea antiqua";"(Linnaeus, 1758)";"accepted";NA;220;"Species";138920;"Neptunea antiqua";"(Linnaeus, 1758)";137710;"Animalia";"Mollusca";"Gastropoda";"Neogastropoda";"Buccinidae";"Neptunea";"MolluscaBase eds. (2021). MolluscaBase. Neptunea antiqua (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138920 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:138920";1;NA;NA;NA;NA;"exact";"2010-07-19T15:09:49.263Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Caenogastropoda";NA;"Neogastropoda";NA;NA;NA;"Buccinoidea";"Buccinidae";"Neptunea";"Neptunea antiqua";NA;NA;NA;NA;NA;NA;NA;NA
"238";"Notomastus latericeus";5;3;1;2;1;1;3;3;1;238;"Notomastus latericeus";129898;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=129898";"Notomastus latericeus";"Sars, 1851";"accepted";NA;220;"Species";129898;"Notomastus latericeus";"Sars, 1851";129220;"Animalia";"Annelida";"Polychaeta";NA;"Capitellidae";"Notomastus";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Notomastus latericeus Sars, 1851. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=129898 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:129898";1;0;0;0;0;"exact";"2008-03-26T11:36:43.420Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;NA;NA;NA;NA;NA;"Capitellidae";"Notomastus";"Notomastus latericeus";"Scolecida";NA;NA;NA;NA;NA;NA;NA
"239";"Nucula";1;1;3;2;2;3;3;3;2;239;"Nucula";138262;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=138262";"Nucula";"Lamarck, 1799";"accepted";NA;180;"Genus";138262;"Nucula";"Lamarck, 1799";204;"Animalia";"Mollusca";"Bivalvia";"Nuculida";"Nuculidae";"Nucula";"MolluscaBase eds. (2021). MolluscaBase. Nucula Lamarck, 1799. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=138262 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:138262";1;NA;NA;NA;NA;"exact";"2012-06-18T20:41:14.700Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Protobranchia";NA;"Nuculida";NA;NA;NA;"Nuculoidea";"Nuculidae";"Nucula";NA;NA;NA;NA;NA;NA;NA;NA;NA
"240";"Nucula nitidosa";2;1;3;2;2;3;3;3;1;240;"Nucula nitidosa";140589;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=140589";"Nucula nitidosa";"Winckworth, 1930";"accepted";NA;220;"Species";140589;"Nucula nitidosa";"Winckworth, 1930";138262;"Animalia";"Mollusca";"Bivalvia";"Nuculida";"Nuculidae";"Nucula";"MolluscaBase eds. (2021). MolluscaBase. Nucula nitidosa Winckworth, 1930. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=140589 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:140589";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Protobranchia";NA;"Nuculida";NA;NA;NA;"Nuculoidea";"Nuculidae";"Nucula";"Nucula nitidosa";NA;NA;NA;NA;NA;NA;NA;NA
"241";"Nucula nucleus";2;1;2;2;2;3;3;3;1;241;"Nucula nucleus";140590;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=140590";"Nucula nucleus";"(Linnaeus, 1758)";"accepted";NA;220;"Species";140590;"Nucula nucleus";"(Linnaeus, 1758)";138262;"Animalia";"Mollusca";"Bivalvia";"Nuculida";"Nuculidae";"Nucula";"MolluscaBase eds. (2021). MolluscaBase. Nucula nucleus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=140590 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:140590";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Protobranchia";NA;"Nuculida";NA;NA;NA;"Nuculoidea";"Nuculidae";"Nucula";"Nucula nucleus";NA;NA;NA;NA;NA;NA;NA;NA
"242";"Ocenebra erinaceus";3;1;4;2;2;2;3;2;2;242;"Ocenebra erinaceus";140405;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=140405";"Ocenebra erinaceus";"(Linnaeus, 1758)";"accepted";NA;220;"Species";140405;"Ocenebra erinaceus";"(Linnaeus, 1758)";138200;"Animalia";"Mollusca";"Gastropoda";"Neogastropoda";"Muricidae";"Ocenebra";"MolluscaBase eds. (2021). MolluscaBase. Ocenebra erinaceus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=140405 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:140405";1;NA;NA;NA;NA;"exact";"2009-06-18T10:13:42.133Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Caenogastropoda";NA;"Neogastropoda";NA;NA;NA;"Muricoidea";"Muricidae";"Ocenebra";"Ocenebra erinaceus";NA;NA;"Ocenebrinae";NA;NA;NA;NA;NA
"243";"Odontaster mediterraneus";3;1;4;2;3;4;3;4;2;243;"Odontaster mediterraneus";124091;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=124091";"Odontaster mediterraneus";"(von Marenzeller, 1893)";"accepted";NA;220;"Species";124091;"Odontaster mediterraneus";"(von Marenzeller, 1893)";123310;"Animalia";"Echinodermata";"Asteroidea";"Valvatida";"Odontasteridae";"Odontaster";"Mah, C.L. (2021). World Asteroidea Database. Odontaster mediterraneus (von Marenzeller, 1893). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124091 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:124091";1;0;0;0;0;"exact";"2017-02-04T21:24:38.273Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Asteroidea";NA;"Valvatacea";"Valvatida";NA;NA;NA;NA;"Odontasteridae";"Odontaster";"Odontaster mediterraneus";NA;NA;NA;NA;NA;NA;NA;NA
"244";"Ophelia";3;2;3;2;2;2;3;3;1;244;"Ophelia";129413;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=129413";"Ophelia";"Savigny, 1822";"accepted";NA;180;"Genus";129413;"Ophelia";"Savigny, 1822";313540;"Animalia";"Annelida";"Polychaeta";NA;"Opheliidae";"Ophelia";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Ophelia Savigny, 1822. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=129413 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:129413";1;0;0;0;0;"exact";"2013-07-12T15:09:40.183Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;NA;NA;NA;NA;NA;"Opheliidae";"Ophelia";NA;"Scolecida";NA;"Opheliinae";NA;NA;NA;NA;NA
"245";"Ophiocomina nigra";4;3;4;2;3;4;3;3;2;245;"Ophiocomina nigra";125027;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125027";"Ophiocomina nigra";"(Abildgaard in O.F. Müller, 1789)";"accepted";NA;220;"Species";125027;"Ophiocomina nigra";"(Abildgaard in O.F. Müller, 1789)";123593;"Animalia";"Echinodermata";"Ophiuroidea";"Ophiacanthida";"Ophiotomidae";"Ophiocomina";"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Ophiocomina nigra (Abildgaard in O.F. Müller, 1789). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125027 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:125027";1;0;0;0;NA;"exact";"2007-07-18T12:17:12.423Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Ophiuroidea";"Myophiuroidea";"Ophintegrida";"Ophiacanthida";"Ophiacanthina";NA;NA;NA;"Ophiotomidae";"Ophiocomina";"Ophiocomina nigra";"Metophiurida";NA;NA;NA;NA;NA;NA;NA
"246";"Ophiothrix";4;3;4;2;2;3;3;3;2;246;"Ophiothrix";123626;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=123626";"Ophiothrix";"Müller & Troschel, 1840";"accepted";NA;180;"Genus";123626;"Ophiothrix";"Müller & Troschel, 1840";123208;"Animalia";"Echinodermata";"Ophiuroidea";"Amphilepidida";"Ophiotrichidae";"Ophiothrix";"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Ophiothrix Müller & Troschel, 1840. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=123626 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:123626";1;0;0;0;NA;"exact";"2017-07-05T07:13:00.193Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Ophiuroidea";"Myophiuroidea";"Ophintegrida";"Amphilepidida";"Gnathophiurina";NA;NA;"Ophiactoidea";"Ophiotrichidae";"Ophiothrix";NA;"Metophiurida";NA;NA;NA;NA;NA;NA;NA
"247";"Ophiothrix fragilis";4;3;4;2;1;3;3;3;2;247;"Ophiothrix fragilis";125131;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125131";"Ophiothrix fragilis";"(Abildgaard in O.F. Müller, 1789)";"accepted";NA;220;"Species";125131;"Ophiothrix fragilis";"(Abildgaard in O.F. Müller, 1789)";123626;"Animalia";"Echinodermata";"Ophiuroidea";"Amphilepidida";"Ophiotrichidae";"Ophiothrix";"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Ophiothrix fragilis (Abildgaard in O.F. Müller, 1789). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125131 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:125131";1;0;0;0;NA;"exact";"2010-12-01T08:44:23.050Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Ophiuroidea";"Myophiuroidea";"Ophintegrida";"Amphilepidida";"Gnathophiurina";NA;NA;"Ophiactoidea";"Ophiotrichidae";"Ophiothrix";"Ophiothrix fragilis";"Metophiurida";NA;NA;NA;NA;NA;NA;NA
"248";"Ophiothrix luetkeni";4;3;4;2;2;2;3;3;2;248;"Ophiothrix luetkeni";125134;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125134";"Ophiothrix luetkeni";"Wyville Thomson, 1873";"accepted";NA;220;"Species";125134;"Ophiothrix luetkeni";"Wyville Thomson, 1873";123626;"Animalia";"Echinodermata";"Ophiuroidea";"Amphilepidida";"Ophiotrichidae";"Ophiothrix";"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Ophiothrix luetkeni Wyville Thomson, 1873. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125134 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:125134";1;0;0;0;NA;"exact";"2007-07-18T12:17:12.423Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Ophiuroidea";"Myophiuroidea";"Ophintegrida";"Amphilepidida";"Gnathophiurina";NA;NA;"Ophiactoidea";"Ophiotrichidae";"Ophiothrix";"Ophiothrix luetkeni";"Metophiurida";NA;NA;NA;NA;NA;NA;NA
"249";"Ophiura";3;3;3;1;2;3;3;3;1,2;249;"Ophiura";123574;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=123574";"Ophiura";"Lamarck, 1801";"accepted";NA;180;"Genus";123574;"Ophiura";"Lamarck, 1801";242216;"Animalia";"Echinodermata";"Ophiuroidea";"Ophiurida";"Ophiuridae";"Ophiura";"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Ophiura Lamarck, 1801. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=123574 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:123574";1;0;0;0;NA;"exact";"2017-07-05T07:13:00.193Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Ophiuroidea";"Myophiuroidea";"Euryophiurida";"Ophiurida";"Ophiurina";NA;NA;NA;"Ophiuridae";"Ophiura";NA;"Metophiurida";NA;"Ophiurinae";NA;NA;NA;NA;NA
"250";"Ophiura albida";3;3;3;2;2;3;3;3;2;250;"Ophiura albida";124913;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=124913";"Ophiura albida";"Forbes, 1839";"accepted";NA;220;"Species";124913;"Ophiura albida";"Forbes, 1839";123574;"Animalia";"Echinodermata";"Ophiuroidea";"Ophiurida";"Ophiuridae";"Ophiura";"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Ophiura albida Forbes, 1839. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124913 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:124913";1;1;0;0;NA;"exact";"2011-07-13T12:05:25.480Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Ophiuroidea";"Myophiuroidea";"Euryophiurida";"Ophiurida";"Ophiurina";NA;NA;NA;"Ophiuridae";"Ophiura";"Ophiura albida";"Metophiurida";NA;"Ophiurinae";NA;NA;NA;NA;NA
"251";"Ophiura ophiura";3;3;4;1;2;3;3;3;2;251;"Ophiura ophiura";124929;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=124929";"Ophiura ophiura";"(Linnaeus, 1758)";"accepted";NA;220;"Species";124929;"Ophiura ophiura";"(Linnaeus, 1758)";123574;"Animalia";"Echinodermata";"Ophiuroidea";"Ophiurida";"Ophiuridae";"Ophiura";"Stöhr, S.; O’Hara, T.; Thuy, B. (Eds) (2021). World Ophiuroidea Database. Ophiura ophiura (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124929 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:124929";1;0;0;0;NA;"exact";"2007-07-18T12:17:12.423Z";"Animalia";"Echinodermata";"Asterozoa";NA;"Ophiuroidea";"Myophiuroidea";"Euryophiurida";"Ophiurida";"Ophiurina";NA;NA;NA;"Ophiuridae";"Ophiura";"Ophiura ophiura";"Metophiurida";NA;"Ophiurinae";NA;NA;NA;NA;NA
"252";"Orchomenella nana";1;2;4;1;1;1;1;2;1;252;"Orchomenella nana";102691;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=102691";"Orchomenella nana";"(Krøyer, 1846)";"unaccepted";"Synonym";220;"Species";102748;"Tryphosa nana";"(Krøyer, 1846)";101634;"Animalia";"Arthropoda";"Malacostraca";"Amphipoda";"Tryphosidae";"Orchomenella";"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2021). World Amphipoda Database. Orchomenella nana (Krøyer, 1846). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=102691 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:102691";1;0;0;0;NA;"exact";"2016-01-21T14:03:19.893Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Amphipoda";"Amphilochidea";"Lysianassida";"Lysianassidira";"Lysianassoidea";"Tryphosidae";"Orchomenella";"Orchomenella nana";NA;NA;NA;NA;NA;NA;NA;NA
"253";"Ostrea edulis";4;1;4;4;2;4;2;3;2;253;"Ostrea edulis";140658;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=140658";"Ostrea edulis";"Linnaeus, 1758";"accepted";NA;220;"Species";140658;"Ostrea edulis";"Linnaeus, 1758";138298;"Animalia";"Mollusca";"Bivalvia";"Ostreida";"Ostreidae";"Ostrea";"MolluscaBase eds. (2021). MolluscaBase. Ostrea edulis Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=140658 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:140658";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";NA;"Ostreida";NA;NA;NA;"Ostreoidea";"Ostreidae";"Ostrea";"Ostrea edulis";"Pteriomorphia";NA;"Ostreinae";NA;NA;NA;NA;NA
"254";"Owenia fusiformis";3;3;2;3;2;2;3;3;1,2;254;"Owenia fusiformis";130544;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=130544";"Owenia fusiformis";"Delle Chiaje, 1844";"accepted";NA;220;"Species";130544;"Owenia fusiformis";"Delle Chiaje, 1844";129427;"Animalia";"Annelida";"Polychaeta";NA;"Oweniidae";"Owenia";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Owenia fusiformis Delle Chiaje, 1844. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=130544 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:130544";1;0;0;0;0;"exact";"2008-03-26T11:36:43.420Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Polychaeta incertae sedis";NA;NA;NA;NA;NA;NA;"Oweniidae";"Owenia";"Owenia fusiformis";NA;NA;NA;NA;NA;NA;NA;NA
"255";"Oxydromus flexuosus";3;3;3;1;2;2;3;3;1;255;"Oxydromus flexuosus";710680;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=710680";"Oxydromus flexuosus";"(Delle Chiaje, 1827)";"accepted";NA;220;"Species";710680;"Oxydromus flexuosus";"(Delle Chiaje, 1827)";173457;"Animalia";"Annelida";"Polychaeta";"Phyllodocida";"Hesionidae";"Oxydromus";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Oxydromus flexuosus (Delle Chiaje, 1827). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=710680 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:710680";1;NA;NA;NA;NA;"exact";"2012-11-18T01:05:56.730Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Errantia";NA;"Phyllodocida";"Nereidiformia";NA;NA;NA;"Hesionidae";"Oxydromus";"Oxydromus flexuosus";NA;NA;"Ophiodrominae";"Ophiodromini";NA;NA;NA;NA
